,tweets
2051,#uganda ? ? ? museveni look fourth decade power https://t.co/nbhf35w9mj #ugandadecides https://t.co/vqya9zhzz3
2052,heartbreaking story behind picture https://t.co/a8prxgeagf #ugandadecides https://t.co/qo1kpant7z
2053,@anngarrison mostly apology 4 late far . interesting & regular 4 : 00 pm #ugandadecides https://t.co/cn6vywzyay
2054,"9 : 45 , station , matutu buddo , activity . ileft dissappointed back #ugandadecides https://t.co/gwjyjr2afx"
2055,"social medium platform ( facebook , whatsapp , twitter ) blocked uganda #ugandaelections underway . #ugandadecides https://t.co/iwxfjmkfsa"
2056,"vpn saving day , kinda . #ugandadecides https://t.co/cnsuoctwxz"
2057,#ugandadecides urge ugandan pic wisely time loud .
2058,@andrewbagala @natabaalo #ugandadecides
2059,really #ugandadecides #musevenidecides curious know
2060,ugandan finding way access social medium using #ivoted - . . voted #ugandadecides
2061,use tor get around censorship #ugandadecides #ugandaelections #uganda computer : https://t.co/zck9w69ns0 android : https://t.co/mmuonenx02
2062,"happy election day uganda goodluck ! #ugandadecides , #uganda , #ugandaelections"
2063,shame . big shame . praying peaceful election #ugandadecides https://t.co/yitnvtmf5k
2064,#socialmedia blackout challenge #ugandan innovator provide solution real problem #ugandadecides
2065,heeehh ! food electoral official delivered 11 : 48 - pple threaten help - ballot paper yet #ugandadecides
2066,#ugandadecides think @ugandaec joke century . power hand ugandan .
2067,"social medium platform including facebook , whatsapp & twitter blocked uganda general election underway . #ugandadecides @streetnakuru"
2068,trying accessing mobile money vpn #ugandadecides
2069,amy falcon @afp stranded @ugandaec headquaters frustrated journalist walk away . #ugandadecides https://t.co/vhrcvxgput
2070,crippling communication ? sabotage ? #ugandadecides #uchaguziuganda #uchaguzi2016 #crythebeloveduganda ð ? ¸ ð ? © https://t.co/xzaikdahtb
2071,"uganda block twitter , fb , whatsapp election relatively lower subscriber would kenya ? #ugandadecides"
2072,#ugandadecides ec responsible . it's ugandan future you're holding .
2073,blackout real . #ugandadecides https://t.co/di1a0zay4n
2074,"#ucc switched social medium platform "" security purpose "" ? ? ? ? damn security talking ? #cantstopus #ugandadecides"
2075,information come phone call possible 2 pm today . #ugandadecides
2076,"report bio-metric system break-down various polling station mukono causing delay , long queue . #ugandadecides"
2077,news handle tweeting #ugandadecides you're like : yeah @samirasawlani already informed u . . .
2078,let's go vote change deserve . #ugandadecides
2079,voting makerere university officially kick - 5 hr later . #ugandadecides
2080,@ntvuganda also reporting delay tororo district due late delivery voting material #ugandadecides
2081,"uganda block facebook , twitter whatsapp "" security reason "" poll open . #ugandadecides #ugandaelections #uganda"
2082,nurse mukono church uganda hospital confirmed report - ' mp betty nambooze hospitalized health problem ' #ugandadecides
2083,#ugandadecides @redpepperug @daniso @gregbranch @savalanga highest political stupidity m7 administration close socio medium
2084,"@danielbirungi it's poor communication , considering internet service ( whatsapp , twitter , facebook ) . #ugandadecides"
2085,oh goodness . thank @thetunnelbear connect internet . news ballot paper 11 : 46 . #ugandadecides msteww
2086,next president uganda https://t.co/c04ztusaes #ugandadecides #mystory #ugandaelections https://t.co/a3bicyhiga
2087,hop ugandan police throw tear gas social medium due opposition phobia . #bisigye #ugandadecides @ntvuganda
2088,"crime preventers #ugandapolice uniform , #securityboost #ugandadecides @infoholix256 https://t.co/78rrydies0"
2089,"social medium platform including facebook , whatsapp twitter blocked uganda , general election underway . #ugandadecides"
2090,right . #ugandadecides https://t.co/knkb9beo15
2091,isnt obvious win ? #ugandadecides
2092,je suis #uganda . right global communication . #ugandadecides #ugandaelections
2093,"teaching kenyan bad lesson , next year shall see jkia . @larrymadowo #ugandadecides https://t.co/5d4kcd5z4j"
2094,"@raymonslim get blank paper , write candidate's name - tick deposit ballot box . ð ? ¸ ð ? ? #ugandadecides @ugandaec @prosper_med"
2095,#ugandadecides demise m7 mornachy ? ug ' republic ' ? asking
2096,we're voting best vpns #ugandadecides
2097,"polling station mullimira , activity taking place . gate locked #ugandadecides"
2098,uganda ban popular social network saying they're ' threat national security ' #ugandadecides https://t.co/fjculd0gud
2099,whoever came idea shutting social medium . . lol #ugandadecides
2100,"ucc : hello otherside , make thousand tweet ! #ugandadecides"
2101,"free , fair , transparent election ? https://t.co/ulxbpch7fd #ugandadecides"
2102,"ugandan go poll , @kagutamuseveni seek 5 th term . live update - - > https://t.co/zlwzsvhs6a #ugandadecides https://t.co/zftjuzgmgk"
2103,"#ugandadecides 2016, good know museveni nrm decided 2016"
2104,police finally arrived intimidate u . 11 : 47 . ballot yet #ugandadecides https://t.co/7p2fqbq4iw
2105,let's go forward vote @amamambabazi today . #kijakugwa #ugandadecides https://t.co/aqx5sffcg7
2106,kiggundu need ugandan give lift transport material muyenga ? ? #ugandadecides https://t.co/s7fxcgzcco
2107,life must go #ugandadecides https://t.co/qgginetfxy
2108,"consequently voting end late evening , tallying done dark . nice move ! @ugandaec #ugandadecides"
2109,"don't want phone , shut social media-what hiding ? delayed vote area they're weak #ugandadecides"
2110,"breaking news : uganda block facebook , twitter whatsapp "" security reason "" poll open . #ugandadecides #ugandaelections #uganda"
2111,suppossed withdraw money #nomobilemoney gues hv fast till saturday @_malinga_ @dailymonitor #ugandadecides
2112,#ugandadecides people putting party color allowed vote . via @sudhirntv watching live @ntvuganda @nbstv
2113,replace every #ugandadecides tag #musevenidecides read tweet . make perfect sense . they're reporting problem ð ? ¸ ð ? ? ð ? ¸ ð ? ?
2114,12 noon ballot paper delivered makerere #delaying tactic 4 hour's go #ugandadecides https://t.co/31vurjnxb9
2115,there's cue innovate . #ugandadecides https://t.co/aattdmygcg
2116,#jasiriseries ; good moral start #whytourkenya2016 #ktninabamba #teamambition #ugandadecides https://t.co/mzdmlsms96
2117,#ugandadecides voter mulago jittery & threaten match @ugandaec
2118,#mbabazi speaks shutting mobile internet https://t.co/iquvky7hbi #ugandadecides
2119,voter run line arrival ballot box mutundwe voting station . #ugandadecides @ugandaec https://t.co/fuq08dau53
2120,twitter follow whats happening country #ugandadecides
2121,lol @lwasabad polling station mitooma yet registered kampala ? ? shame @ugandaec #ugandadecides
2122,"11 : 46 queue #mulimira polling station , bukoto welcomed closed gate . activity yet . #ugandadecides https://t.co/1s1c7rx42a"
2123,#ugandadecides use orweb private browser ur uganda https://t.co/szyzehcs7d
2124,big guy using symbian #ugandadecides
2125,finished casting vote . . go exercise given right . . #ugandadecides
2126,"#ugandadecides , take opportunity wish peaceful , democratic ? ? ­ https://t.co/0h1lyoqktb"
2127,material karamoja & bukwo went day even reached . kampala one late ? ? #ugandadecides
2128,electricity well ? ð ? ¸ ð ? ¥ ð ? ¸ ð ? ¥ ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? #ugandadecides
2129,time govt treat everyone equally decide turn social medium ? ? ­ matter candidate #ugandadecides
2130,"#ugandadecides . museveni always deciding , he's already decided ."
2131,"still move next station , line till cast vote , giving #ugandadecides"
2132,really finally access twitter photo seem loading hmmm . . . . security communucation apparently #ugandadecides
2133,bypass censorship uganda . start https://t.co/v5qkv2ipxu vpn . it's free - https://t.co/o1a2jescnq #ugandadecides https://t.co/tun5vajpkn
2134,"apparently polling station uganda election tear gas arrived earlier ballot box paper . #ugandadecides #tia """
2135,uganda people casting vote decide nothing counting vote decides everything #onehorserace #ugandadecides
2136,need change ! ! ! #ugandadecides https://t.co/ukc6f2joym
2137,"never mind effectiveness , never underestimate capacity state stupid stuff . #ugandadecides"
2138,voting whole makindye kibuli hasn't kicked yet update faiswal kasirye #ugandadecides . . . https://t.co/fvohj8s0tg
2139,"#ugandadecides "" best went first , [ museveni ] left servant rather comrade "" https://t.co/ydriipvkkv"
2140,still waiting ballot paper calmly stroll kisugu pride centre polling station . #ugandadecides https://t.co/6fwwcmgmk7
2141,right expression . weird though . #ugandadecides https://t.co/mst3hbv9sz
2142,. @ugandaec piss little goodwill vindicates every single critic . #ugandadecides
2143,election belong people . it's decision . decide turn back fire burn behind #ugandadecides
2144,@cobbo3 call scheduled shut 2 pm #ugandadecides
2145,kenyan waiting cross ugandan case #ugandadecides reinstate mu7 president . . https://t.co/7vf9dspz6y
2146,@mchater101 @kagutamuseveni chap grumpy old man shit w / care world . shit crazy #ugandadecides
2147,#ugandadecides hhahaha imagine seeing chapati guy crime preventer fam ! ! https://t.co/brbtdtmkuh
2148,ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? @newvisionwire exactly country ban . disgrace journalism #ugandadecides https://t.co/h9fdqilztt
2149,imagine mbale received ballot paper meant luzira prison mbu ! smh ð ? ¸ ð ? ñ ð ? ¸ ð ? ñ ð ? ¸ ð ? ñ #ugandadecides
2150,folk trying retire besigye start . that's retirement package right #ugandadecides https://t.co/kz6iwleumv
2151,road block #kampala : people mad ballot paper don't arrive #ugandadecides https://t.co/cozfr251by
2152,tried https://t.co/v5qkv2ipxu? best way bypass censorship uganda #ugandadecides #ugandaelections https://t.co/zcilzbuwvk
2153,bio-metric system mukono broken leading long queue many polling station . #ugandadecides
2154,"75 % ugandan age 30, born museveni reign #ugandadecides @miss__rizzy @akitengisabella @dtashobya"
2155,security crackdown medium uganda ! lol ! even mobile money ? ? jeso ! #ugandadecides https://t.co/73wgrvrjue
2156,"incase option accessing facebook twitter fails , don't worry , #kot trend #ugandadecides worldwide cost"
2157,polling station kampala still waiting material . voting day almost halfway . people frustrated . #ugandadecides
2158,country incompetent rewarded . time still ballot paper . real steady . . . #ugandadecides
2159,iam voting oust mtn uganda #ugandadecides
2160,"@cobbo3 yes internet tampered , u using vpn #ugandadecides #ugandaelections"
2161,"@observerug https://t.co/2dhog5tkuf partly explain today's delay wakiso , kampala ? #ugandadecides"
2162,@ucc_official shutdown fuel existing fear rigging & move gag ugandan observing election #ugandadecides
2163,"social medium platform including facebook , whatsapp twitter blocked museveni uganda general election underway . #ugandadecides"
2164,"dear ugandan , access #twitter #facebook using browser #operamini . try . #theycantstopus #ugandadecides"
2165,may u make decision u regret afta 9 mo . ask nigerian chanting ' sai baba ' 2015 . chanji changed everything #ugandadecides
2166,#ugandadecides pray peaceful process . . . https://t.co/azetqh2fsl
2167,parliamentary election dokolo south mawogola-sembabule cancelled due mix-up candidate symbol #rcugelects2016 #ugandadecides
2168,@dmutaasa @lksmoussa @isaacmuhofa @isaactrevor1 @winnie_byanyima ugandan find medium freedom vpns #ugandadecides #iloveuganda
2169,thats kawempe mbogo . #ugandadecides https://t.co/q2izhz02h7
2170,"#ugandadecides ucc say blocked facebook , twitter whatsapp ? ? security https://t.co/6mvtvyfenc https://t.co/ltawihnaza"
2171,"problem accessing social medium ? try using cloud vpn , follow link . #ugandadecides https://t.co/snx9uiqiey"
2172,https://t.co/v5qkv2ipxu? best way bypass censorship uganda free #ugandadecides #uganda https://t.co/doki9gw5q7
2173,"uganda communication commission ( ucc ) : facebook , twitter , whatsapp , mobile money service blocked due . . . https://t.co/kvzcq91bam"
2174,police pickup come deploy police bweyogerere cou #ugandadecides
2175,directed another polling station different @ugandaec sent mi message #ugandadecides
2176,"use twitter iphone , go setting connect using proxy , assuming you'll see ! #ugandadecides"
2177,@observerug disorganized ec . #ugandadecides
